 Elevation, residuals, C/No Max, C/No Min, C/No Delta, MaxCno2Second, Delta Carrier phase, deltaCorrected PR, 2nd delta,PS Residual, Los Value
66,-183930.56,46,46,0,47,18528.63,332.31,-0.63,-25.42,NLOS
8,-1708207.77,46,46,0,46,17610.24,582.34,-0.05,85.53,LOS
39,-2292897.08,46,46,0,46,17786.54,408.18,0.3,60.23,LOS
8,-2308587.07,46,46,0,46,17613.62,581.4,-0.34,87.45,LOS
8,-2326781.69,46,46,0,46,17613.62,581.41,0,87.06,LOS
8,-2344976.44,46,46,0,46,17613.8,580.94,0.47,87.11,LOS
8,-2363171.11,46,46,0,46,17613.76,581.29,-0.36,86.77,LOS
8,-2381365.63,46,46,0,46,17613.66,581.4,-0.1,86.29,LOS
8,-2399560.04,46,46,0,46,17613.58,581.18,0.21,85.99,LOS
64,-2468952.69,46,46,0,46,18541.6,347.22,0.18,-20.8,NLOS
9,-3382039.14,46,46,0,46,17616.3,579.01,0.21,85.95,LOS
9,-3400234.56,46,46,0,46,17616.37,578.93,0.08,86.06,LOS
9,-3436625.39,46,46,0,47,17616.41,578.89,0.27,85.98,LOS
40,-3839420.92,46,46,0,46,17792.06,402.93,-0.5,63.32,LOS
46,-10462582.98,46,46,0,48,18523.26,317.76,-1.95,24.16,NLOS
11,-10915893.33,46,46,0,47,17641.09,564.3,-0.09,90.95,LOS
42,-14723337.29,46,46,0,46,17836.28,367.11,-0.11,70.95,LOS
45,-16124333.39,46,46,0,46,18562.97,360.47,1.62,54.31,NLOS
45,-16288153.47,46,46,0,47,18568.7,366.5,3.15,51.3,NLOS
45,-16306358.22,46,46,0,47,18568.36,365.86,-0.64,53.56,NLOS
54,-548789.87,46,46,0,46,18637.98,438.23,0.94,-12.57,NLOS
53,-803607.17,46,46,0,47,18639.56,437.56,0.66,-12.87,NLOS
53,-821809.66,46,46,0,47,18639.62,437.33,-0.23,-12.58,NLOS
53,-876415.21,46,46,0,46,18640.09,439.01,0.8,-12.13,NLOS
53,-894616.98,46,46,0,46,18640.15,439.09,0.07,-11.36,NLOS
79,-1549735.01,46,46,0,47,18241.9,40.57,-0.33,15.66,NLOS
79,-1567938.37,46,46,0,47,18242.08,38.64,-1.93,15.62,NLOS
79,-2241270.57,46,46,0,46,18246,46.17,-0.25,17.87,NLOS
79,-2259539.49,46,46,0,46,18315.96,46.29,0.11,17.13,NLOS
79,-2277671.62,46,46,0,46,18177.77,46.01,-0.28,17.52,NLOS
79,-2295870.9,46,46,0,46,18246.01,45.89,-0.11,16.69,NLOS
79,-2386874.43,46,46,0,46,18246.78,42.77,-3.24,14.03,NLOS
38,3479371.17,47,46,-1,47,17776.93,416.06,1283644613,-1287598748,LOS
38,-44280.57,47,46,-1,47,3523236.16,1287598387,1287598803,55.32,LOS
38,-62470.9,47,46,-1,47,17774.83,416.64,-1287598804,54.24,LOS
38,-80661.27,47,46,-1,47,17773.91,417.22,-0.58,53.5,LOS
38,-98852.18,47,46,-1,47,17775.47,415.02,2.2,53.91,LOS
38,-117043.97,47,46,-1,47,17776.4,414.7,0.32,54.59,LOS
66,-111152.31,47,46,-1,48,18526.56,332.96,-1.85,-25.16,NLOS
38,-135236.89,47,46,-1,47,17776.91,416.58,-1.88,54,LOS
66,-129344.95,47,46,-1,47,18526.11,333.11,0.15,-25.42,NLOS
38,-153429.31,47,46,-1,47,17776.41,416.55,0.03,53.52,LOS
66,-147539.41,47,46,-1,47,18526.57,332.08,-1.03,-25.37,NLOS
66,-165735.17,47,46,-1,47,18528.04,332.94,0.86,-24.61,NLOS
38,-1190345.34,47,46,-1,46,17780.66,409.87,0.48,53.11,LOS
38,-1208538.29,47,46,-1,47,17781,411.31,-1.45,53.75,LOS
38,-1226730.74,47,46,-1,47,17780.69,411.32,0,54.19,LOS
8,-1726400.42,47,46,-1,46,17610.51,582.08,0.27,85.57,LOS
8,-1744593.16,47,46,-1,47,17610.63,582.25,-0.17,85.41,LOS
39,-1747099.23,47,46,-1,48,17782.71,410.13,-0.15,59.12,LOS
39,-1765292.15,47,46,-1,48,17782.91,409.94,0.2,59.14,LOS
39,-2311091.76,47,46,-1,46,17786.53,408.47,-0.29,59.9,LOS
39,-2329286.41,47,46,-1,47,17786.56,408.44,0.03,59.55,LOS
39,-2347481.2,47,46,-1,47,17786.76,407.94,0.5,59.63,LOS
64,-2487147.36,47,46,-1,46,18542.05,347.38,0.16,-20.84,NLOS
64,-2505341.65,47,46,-1,47,18541.78,347.41,0.03,-20.95,NLOS
64,-2523535.38,47,46,-1,47,18541.32,347.25,-0.17,-21.32,NLOS
64,-2541729.02,47,46,-1,47,18541.32,347.56,0.31,-21.49,NLOS
64,-2559923.36,47,46,-1,47,18542.12,348.06,0.5,-21.25,NLOS
64,-2578117.73,47,46,-1,47,18542.25,347.89,-0.17,-21.28,NLOS
64,-2596311.84,47,46,-1,47,18542.08,348.02,0.13,-21.28,NLOS
64,-2614505.54,47,46,-1,47,18541.76,348.01,-0.01,-21.39,NLOS
39,-3038849.99,47,46,-1,48,17788.29,405.67,0.04,61.45,LOS
39,-3057043.76,47,46,-1,48,17787.96,405.71,-0.03,61.42,LOS
9,-3418430.01,47,46,-1,46,17616.44,579.16,-0.24,85.9,LOS
40,-3548307.61,47,46,-1,46,17792.01,403.89,0.16,61.97,LOS
40,-3566502.9,47,46,-1,47,17791.31,404.29,-0.4,61.66,LOS
40,-3584697.7,47,46,-1,47,17790.89,404.43,-0.14,61.15,LOS
40,-3602892.04,47,46,-1,47,17790.5,404.23,0.2,60.79,LOS
40,-3621086.91,47,46,-1,47,17791.12,403.63,0.6,60.96,LOS
40,-3857616.14,47,46,-1,46,17792.17,403.11,-0.18,63.23,LOS
40,-3875811.41,47,46,-1,47,17792.29,402.69,0.42,63.5,LOS
40,-3894007.02,47,46,-1,47,17792.67,402.9,-0.21,63.5,LOS
40,-3912202.52,47,46,-1,47,17792.62,402.94,-0.05,63.4,LOS
40,-3930398.04,47,46,-1,47,17792.7,402.56,0.39,63.62,LOS
40,-4257930.03,47,46,-1,48,17794.7,401.47,0.47,63.96,LOS
40,-4276126.4,47,46,-1,47,17794.71,401.76,-0.29,63.82,LOS
11,-10442546.87,47,46,-1,46,17641.13,566.19,-5.85,98,LOS
11,-10460752.9,47,46,-1,47,17640.98,570,-3.81,93.42,LOS
11,-10478958.15,47,46,-1,47,17641.2,566.83,3.17,91.98,LOS
46,-10444377.15,47,46,-1,57,18526.41,319.71,39.86,23.83,NLOS
11,-10497163.39,47,46,-1,47,17641.22,565.62,1.22,91.72,LOS
11,-10515368.64,47,46,-1,47,17641.07,565.27,0.35,91.76,LOS
11,-10533572.75,47,46,-1,47,17641.12,567.56,-2.29,89.48,LOS
11,-10551780.79,47,46,-1,47,17641.08,563.31,4.25,91.42,LOS
11,-10569986.89,47,46,-1,47,17641.08,565.51,-2.21,91.11,LOS
11,-10588195.29,47,46,-1,47,17641.14,562.87,2.65,93.42,LOS
11,-10606401.13,47,46,-1,47,17641.19,565.39,-2.52,93.16,LOS
11,-10624606.98,47,46,-1,47,17641.01,565.35,0.04,92.91,LOS
11,-10642813.01,47,46,-1,47,17640.94,565.13,0.22,92.84,LOS
11,-10661018.75,47,46,-1,47,17641.03,565.09,0.04,92.78,LOS
11,-10679224.19,47,46,-1,47,17641.07,565.34,-0.25,92.42,LOS
11,-10697429.33,47,46,-1,47,17641.03,565.92,-0.57,91.46,LOS
11,-10715634.26,47,46,-1,47,17640.96,565.48,0.44,90.89,LOS
11,-10733839.57,47,46,-1,47,17641.07,565.37,0.11,90.4,LOS
11,-10752044.72,47,46,-1,47,17641.01,565.2,0.17,90.05,LOS
11,-10770249.9,47,46,-1,47,17640.91,565.12,0.07,89.73,LOS
11,-10788455.05,47,46,-1,47,17640.75,565.12,0.01,89.38,LOS
11,-10806660.4,47,46,-1,47,17640.96,564.59,0.53,89.53,LOS
11,-10824865.99,47,46,-1,47,17641.07,564.61,-0.02,89.62,LOS
11,-10843071.47,47,46,-1,47,17640.84,564.38,0.23,89.9,LOS
11,-10861276.96,47,46,-1,47,17640.84,564.63,-0.25,89.89,LOS
11,-10879482.37,47,46,-1,47,17640.83,564.08,0.55,90.4,LOS
11,-10897687.91,47,46,-1,47,17641.07,564.21,-0.13,90.74,LOS
12,-11716946.36,47,46,-1,46,17642.39,562.09,-1.19,96.59,LOS
12,-11735152.3,47,46,-1,47,17642.53,562.12,-0.04,97.33,LOS
12,-11753357.27,47,46,-1,47,17642.36,563.06,-0.93,97.1,LOS
12,-11771561.68,47,46,-1,47,17642.59,563.59,-0.53,96.3,LOS
12,-11789765.84,47,46,-1,47,17642.69,563.79,-0.2,95.27,LOS
12,-11807970.18,47,46,-1,47,17642.98,561.19,2.6,96.8,LOS
42,-12229206.21,47,46,-1,46,17830.82,371.16,-4.71,59.31,LOS
42,-13139495.82,47,46,-1,48,17833.92,371.99,0.2,51.62,LOS
42,-13157701.51,47,46,-1,48,17833.88,372.03,-0.04,51.5,LOS
42,-13467194.63,47,46,-1,46,17834.79,370.69,-0.17,48.79,LOS
42,-13485400.24,47,46,-1,47,17834.8,370.71,-0.01,48.9,LOS
42,-14741540.34,47,46,-1,46,17836.44,366.63,0.48,70.91,LOS
43,-15924747.68,47,46,-1,46,17840.64,362.43,0.26,60.08,NLOS
43,-15942950.87,47,46,-1,47,17840.64,362.44,-0.01,60.17,NLOS
45,-16142534.36,47,46,-1,46,18563.32,360.52,0.04,52.48,NLOS
45,-16160735.64,47,46,-1,47,18563.76,361.26,0.74,51.26,NLOS
45,-16178936.68,47,46,-1,47,18563.67,360.87,-0.39,49.51,NLOS
45,-16197137.8,47,46,-1,47,18563.89,361.09,0.22,47.83,NLOS
45,-16215339.41,47,46,-1,47,18564.51,362.02,0.93,46.94,NLOS
45,-16233541.31,47,46,-1,47,18564.94,362.44,0.43,46.33,NLOS
45,-16251745.71,47,46,-1,47,18567.59,365.1,2.65,48.24,NLOS
45,-16269948.24,47,46,-1,47,18565.85,363.35,-1.74,48.27,NLOS
80,-16447546.72,47,46,-1,46,18209.25,3.61,-12.04,6.21,LOS
80,-16465749.45,47,46,-1,47,18209.49,6.78,10.39,5.85,LOS
80,-16483952.95,47,46,-1,47,18209.42,12.15,5.37,10.74,LOS
80,-16502155.05,47,46,-1,47,18209.48,8.78,-3.37,12.14,LOS
80,-16520356.12,47,46,-1,47,18209.7,7.26,-1.52,11.91,LOS
80,-16538558.46,47,46,-1,47,18209.76,8.36,1.1,12.66,LOS
80,-16556761.5,47,46,-1,47,18210,8.86,0.5,13.8,LOS
80,-16574961.19,47,46,-1,47,18210.19,5.93,-2.93,11.89,LOS
80,-16593163.44,47,46,-1,47,18210.17,8.61,2.68,12.54,LOS
80,-16611365.17,47,46,-1,47,18210.13,8.21,-0.4,12.67,LOS
54,-566990.25,47,46,-1,46,18637.98,437.63,-0.6,-12.59,NLOS
53,-585191.53,47,46,-1,47,18638.37,437.4,-0.23,-12.31,NLOS
53,-603392.31,47,46,-1,47,18638.4,437.99,0.59,-11.93,NLOS
53,-621593.59,47,46,-1,47,18638.59,438.47,0.48,-10.75,NLOS
53,-639793.74,47,46,-1,47,18638.88,438.17,-0.3,-11.3,NLOS
53,-657995.13,47,46,-1,47,18638.86,438.46,0.28,-10.31,NLOS
53,-676195.59,47,46,-1,47,18639.03,438.02,-0.44,-10.85,NLOS
53,-694397.07,47,46,-1,47,18639.18,437.86,-0.16,-10.68,NLOS
53,-712598.36,47,46,-1,47,18639.13,437.8,-0.06,-10.69,NLOS
53,-730799.72,47,46,-1,47,18639.31,437.36,-0.44,-11.22,NLOS
53,-749002.27,47,46,-1,47,18639.35,437.07,-0.29,-10.87,NLOS
53,-767203.47,47,46,-1,47,18639.4,436.81,-0.26,-12.17,NLOS
53,-785405.59,47,46,-1,47,18639.49,436.89,0.09,-12.55,NLOS
53,-912816.49,47,46,-1,46,18638.84,439.28,0.2,-11.35,NLOS
53,-931019.38,47,46,-1,47,18641.44,438.88,-0.4,-10.96,NLOS
53,-949220.43,47,46,-1,47,18640.06,438.71,-0.18,-11.21,NLOS
53,-967419.77,47,46,-1,47,18638.96,439.11,0.4,-11.67,NLOS
53,-985621.26,47,46,-1,47,18640.29,438.95,-0.16,-11.48,NLOS
53,-1003822.71,47,46,-1,47,18640.33,438.7,-0.25,-11.64,NLOS
53,-1022023.93,47,46,-1,47,18640.19,439.16,0.46,-11.42,NLOS
79,-1094698.72,47,46,-1,48,18173.09,37.44,4.49,12.74,NLOS
79,-1112901.13,47,46,-1,47,18239.5,37.9,0.46,13.55,NLOS
79,-1131103.83,47,46,-1,47,18239.82,37.92,0.02,14.35,NLOS
79,-1149305.83,47,46,-1,47,18240.14,38.25,0.33,14.45,NLOS
79,-1167507.24,47,46,-1,47,18240.02,38.13,-0.12,13.96,NLOS
79,-1185710.17,47,46,-1,47,18240.04,38.15,0.02,15,NLOS
79,-1203911.32,47,46,-1,47,18240,38.41,0.26,14.55,NLOS
79,-1222113.02,47,46,-1,47,18239.86,38.26,-0.15,14.65,NLOS
79,-1240315.37,47,46,-1,47,18239.82,38.21,-0.05,15.4,NLOS
79,-1258516.11,47,46,-1,47,18239.96,38.65,0.44,14.84,NLOS
79,-1276716.57,47,46,-1,47,18239.81,38.79,0.14,14.31,NLOS
79,-1294918.82,47,46,-1,47,18240.08,38.76,-0.04,15.25,NLOS
79,-1313119.51,47,46,-1,47,18240.28,39.25,0.5,14.94,NLOS
79,-1331321.01,47,46,-1,47,18240.39,39.07,-0.19,15.15,NLOS
79,-1349523.02,47,46,-1,47,18240.56,39.23,0.16,15.86,NLOS
79,-1367724.14,47,46,-1,47,18240.7,39.37,0.14,15.67,NLOS
79,-1385925.38,47,46,-1,47,18240.84,39.52,0.15,15.62,NLOS
79,-1404126.67,47,46,-1,47,18241.1,39.78,0.26,15.61,NLOS
79,-1422328.24,47,46,-1,47,18241.03,39.72,-0.07,15.87,NLOS
79,-1440529.14,47,46,-1,47,18241.3,39.99,0.27,15.48,NLOS
79,-1458730.27,47,46,-1,47,18241.28,40.28,0.29,15.61,NLOS
79,-1476931.15,47,46,-1,47,18241.49,40.49,0.22,15.49,NLOS
79,-1495132.27,47,46,-1,47,18241.52,40.5,0.01,15.61,NLOS
79,-1513333.24,47,46,-1,47,18241.48,40.76,0.26,15.88,NLOS
79,-1531533.87,47,46,-1,47,18241.63,40.9,0.14,15.81,NLOS
56,-1840133.07,47,46,-1,47,18649.43,448.69,0,-32.79,LOS
56,-1858333.56,47,46,-1,47,18649.51,449.37,0.68,-32.4,LOS
56,-1876534.11,47,46,-1,47,18649.72,448.98,-0.39,-32.55,LOS
56,-1894734.85,47,46,-1,47,18649.95,449.2,0.22,-32.5,LOS
56,-1912936.95,47,46,-1,47,18650.01,448.37,-0.83,-32,LOS
56,-1931138.23,47,46,-1,47,18649.98,448.95,0.58,-31.72,LOS
56,-1949338.79,47,46,-1,47,18650.03,449.31,0.36,-31.87,LOS
56,-1967539.95,47,46,-1,47,18650.02,449.6,0.29,-31.1,LOS
56,-1985741.17,47,46,-1,47,18650.15,449.73,0.13,-30.28,LOS
56,-2003941.7,47,46,-1,47,18650.23,449.82,0.09,-30.15,LOS
56,-2022142.26,47,46,-1,47,18650.37,449.66,-0.15,-30.29,LOS
56,-2040342.79,47,46,-1,47,18650.44,450.92,1.26,-29.26,LOS
56,-2058521.06,47,46,-1,47,18628.43,449.89,-1.03,-29.51,LOS
56,-2076721.07,47,46,-1,47,18650.8,450.68,0.79,-29.6,LOS
56,-2094922.5,47,46,-1,47,18650.89,450.18,-0.5,-28.87,LOS
56,-2113123.19,47,46,-1,47,18650.94,450.22,0.04,-28.88,LOS
79,-2405074.75,47,46,-1,46,18246.94,47.14,4.36,14.55,NLOS
79,-2423275.6,47,46,-1,47,18247.14,46.73,-0.41,15,NLOS
79,-2441475.92,47,46,-1,47,18247.17,46.76,0.04,14.92,NLOS
79,-2459676.21,47,46,-1,47,18247.27,47.16,0.4,15.11,NLOS
79,-2477877.71,47,46,-1,47,18247.33,44.51,-2.65,13.81,NLOS
79,-2496077.96,47,46,-1,47,18247.48,47.35,2.84,13.96,NLOS
79,-2514278.72,47,46,-1,47,18247.67,47.53,0.18,14.63,NLOS
79,-2532479.64,47,46,-1,47,18247.58,46.83,-0.7,14.84,NLOS
79,-2550679.67,47,46,-1,47,18247.62,46.58,-0.26,13.87,NLOS
79,-2568880.19,47,46,-1,47,18247.79,47.04,0.47,13.7,NLOS
79,-2587078.59,47,46,-1,47,18245.4,46.76,-0.29,13.49,NLOS
79,-2605279.74,47,46,-1,47,18248.28,47.24,0.49,13.64,NLOS
79,-2623480.58,47,46,-1,47,18248.08,47.34,0.1,13.78,NLOS
79,-2641680.69,47,46,-1,47,18247.47,47.33,-0.01,13.79,NLOS
79,-2659880.67,47,46,-1,47,18247.46,47.62,0.29,13.97,NLOS
79,-2678080.61,47,46,-1,47,18247.54,47.7,0.07,14.11,NLOS
79,-2696279.59,47,46,-1,47,18247.5,47.67,-0.03,13.29,NLOS
45,-16415622.46,50,46,-4,54,18582.66,381.06,-3.81,105.51,NLOS
66,-92958.28,47,47,0,48,18526.01,334.81,0.31,-25.68,NLOS
38,-1244925.04,47,47,0,47,17781.44,410.55,0.77,56.49,LOS
64,-2632698.73,47,47,0,47,18541.37,347.91,-0.1,-21.69,NLOS
40,-4239733.6,47,47,0,48,17794.51,401.94,-0.14,63.73,LOS
42,-12247411.66,47,47,0,47,17830.85,374.43,-3.27,59.86,LOS
53,-1040200.53,47,47,0,47,18615.11,437.76,-1.4,-12.13,NLOS
53,-1058412.05,47,47,0,47,18650.91,439.69,1.94,-11.8,NLOS
79,-1076562.37,47,47,0,48,18305.61,32.95,-4.66,12.04,NLOS
56,-1603518.98,47,47,0,48,18648.51,447.18,-0.26,-35.08,LOS
56,-1621720.38,47,47,0,48,18648.56,447.84,0.66,-34.39,LOS
56,-1639920.86,47,47,0,47,18648.42,447.4,-0.43,-34.9,LOS
56,-1658122.84,47,47,0,47,18648.6,447.28,-0.12,-34.22,LOS
56,-1749128.46,47,47,0,48,18649.15,448.12,-0.23,-33,LOS
56,-1767329.92,47,47,0,48,18649.33,448.31,0.19,-32.54,LOS
56,-1785531.38,47,47,0,47,18649.42,448.4,0.09,-32.08,LOS
56,-1803732,47,47,0,47,18649.37,448.35,-0.05,-32.45,LOS
56,-1821932.59,47,47,0,47,18649.42,448.69,0.34,-32.57,LOS
56,-2131255.07,47,47,0,47,18579.79,448.62,-1.6,-28.14,LOS
79,-2714479.39,47,47,0,47,18247.62,48.1,0.43,13.59,NLOS
55,-3532550.85,47,47,0,48,18655.14,457.42,0.7,-32.15,LOS
66,3503456.19,48,47,-1,48,18526.34,333.53,1283618599,-1287598827,NLOS
66,-20195.63,48,47,-1,48,3523985.6,1287599137,1287598803,-24.21,NLOS
66,-38385.97,48,47,-1,48,18524.32,332.86,-1287598804,-25.27,NLOS
66,-56575.89,48,47,-1,48,18523.45,332.29,-0.57,-26.46,NLOS
66,-74766.59,48,47,-1,48,18525.05,334.5,2.21,-26.26,NLOS
38,-1263119.34,48,47,-1,47,17780.65,411.32,-0.77,58.78,LOS
38,-1281314.01,48,47,-1,48,17781.05,411.52,-0.2,60.85,LOS
38,-1299506.23,48,47,-1,48,17780.64,411.93,-0.42,60.46,LOS
38,-1317700.06,48,47,-1,48,17781.34,411.22,0.71,61.69,LOS
38,-1335892.01,48,47,-1,48,17781.49,411.08,0.15,61.03,LOS
38,-1354084.28,48,47,-1,48,17780.88,411.38,-0.31,60.99,LOS
38,-1372276.11,48,47,-1,48,17781.33,410.61,0.77,60.81,LOS
38,-1390467.34,48,47,-1,48,17781.92,410.33,0.28,59.74,LOS
38,-1401438.05,48,47,-1,48,10723.55,247.31,163.02,59.55,LOS
38,-1419631.61,48,47,-1,48,17782.43,410.14,-162.82,60.5,LOS
38,-1437824.76,48,47,-1,48,17782.09,411.38,-1.24,60.15,LOS
38,-1456018.7,48,47,-1,48,17782.93,410.53,0.84,60.58,LOS
38,-1474211.69,48,47,-1,48,17782.04,411.13,-0.6,60.36,LOS
38,-1492404.85,48,47,-1,48,17782.27,410.88,0.24,60.32,LOS
38,-1510597.01,48,47,-1,48,17781.31,411.53,-0.65,59.58,LOS
38,-1528788.94,48,47,-1,48,17781.12,411.1,0.43,59.2,LOS
38,-1546980.98,48,47,-1,48,17781.27,410.64,0.47,59.23,LOS
38,-1656136.54,48,47,-1,48,17782.18,410.3,-0.08,59.77,LOS
38,-1674329.01,48,47,-1,48,17782.11,410.69,-0.39,59.32,LOS
38,-1692521.29,48,47,-1,48,17782,410.21,0.48,59.3,LOS
38,-1710713.75,48,47,-1,48,17782.26,410.27,-0.06,59.16,LOS
39,-1728906.45,48,47,-1,48,17782.55,409.98,0.29,59.25,LOS
39,-2365675.91,48,47,-1,47,17786.75,408.25,-0.31,59.34,LOS
39,-2383870.51,48,47,-1,48,17786.67,408.31,-0.06,58.94,LOS
39,-2402065,48,47,-1,48,17786.62,408.05,0.26,58.73,LOS
64,-2650892.4,48,47,-1,47,18541.94,348.48,0.57,-21.53,NLOS
64,-2669085.9,48,47,-1,48,18541.87,348.41,-0.07,-21.54,NLOS
64,-2687279.22,48,47,-1,48,18541.79,348.33,-0.08,-21.72,NLOS
64,-2705472.57,48,47,-1,48,18541.92,348.76,0.43,-21.58,NLOS
64,-2723666.08,48,47,-1,48,18542.17,349.02,0.26,-21.27,NLOS
64,-2741859.17,48,47,-1,48,18541.85,348.7,-0.32,-21.39,NLOS
64,-2760052.07,48,47,-1,48,18541.82,348.98,0.28,-21.39,NLOS
64,-2778244.97,48,47,-1,48,18541.86,349.01,0.03,-21.4,NLOS
64,-2796437.53,48,47,-1,48,18541.63,349.07,0.06,-21.45,NLOS
64,-2814630.4,48,47,-1,48,18542.05,349.48,0.41,-21.18,NLOS
64,-2832823.64,48,47,-1,48,18542.52,349.65,0.16,-20.85,NLOS
64,-2851017.15,48,47,-1,48,18542.91,349.73,0.08,-20.54,NLOS
64,-2869210.91,48,47,-1,48,18543.26,349.77,0.04,-20.28,NLOS
64,-2887404.71,48,47,-1,48,18543.39,349.61,-0.16,-20.29,NLOS
64,-2905598.66,48,47,-1,48,18543.63,349.86,0.25,-20.14,NLOS
64,-2923792.61,48,47,-1,48,18543.73,349.96,0.1,-20,NLOS
64,-2941986.89,48,47,-1,48,18544.17,350.09,0.13,-19.83,NLOS
64,-2960180.96,48,47,-1,48,18544.05,349.98,-0.11,-19.86,NLOS
64,-2978374.97,48,47,-1,48,18544.1,350.02,0.04,-19.96,NLOS
39,-3002461.64,48,47,-1,49,17788.13,405.82,-0.01,61.32,LOS
64,-2996569.02,48,47,-1,48,18544.25,350.15,0.13,-20.01,NLOS
39,-3020655.82,48,47,-1,48,17788.24,405.72,0.1,61.39,LOS
64,-3014763.05,48,47,-1,48,18544.33,350.24,0.08,-20.09,NLOS
64,-3032956.7,48,47,-1,48,18544.05,350.26,0.03,-20.23,NLOS
64,-3051150.34,48,47,-1,48,18544.13,350.34,0.08,-20.4,NLOS
64,-3069344.14,48,47,-1,48,18544.4,350.9,0.56,-20.11,NLOS
64,-3087537.97,48,47,-1,48,18544.53,350.73,-0.17,-20.09,NLOS
64,-3105732.11,48,47,-1,48,18544.94,350.85,0.12,-20.05,NLOS
64,-3123926.48,48,47,-1,48,18545.26,351.47,0.62,-19.48,NLOS
64,-3142120.78,48,47,-1,48,18545.3,351.21,-0.26,-19.28,NLOS
64,-3160315.2,48,47,-1,48,18545.53,351.12,-0.08,-19.26,NLOS
64,-3178509.85,48,47,-1,48,18545.85,351.45,0.32,-19.02,NLOS
64,-3196704.68,48,47,-1,48,18546.13,351.73,0.28,-18.6,NLOS
64,-3214899.55,48,47,-1,48,18546.28,351.27,-0.46,-18.73,NLOS
64,-3378656.39,48,47,-1,48,18547.71,352.4,0.15,-18.72,NLOS
64,-3396851.82,48,47,-1,48,18547.83,352.22,-0.18,-18.89,NLOS
64,-3415047.2,48,47,-1,48,18547.87,352.57,0.34,-18.82,NLOS
64,-3433242.76,48,47,-1,48,18548.14,352.55,-0.02,-18.86,NLOS
64,-3451438.5,48,47,-1,48,18548.42,352.83,0.28,-18.73,NLOS
64,-3469634.16,48,47,-1,48,18548.42,352.55,-0.28,-18.97,NLOS
64,-3487829.92,48,47,-1,48,18548.61,353.05,0.5,-18.82,NLOS
64,-3506025.61,48,47,-1,48,18548.64,353.08,0.03,-18.73,NLOS
64,-3524221.69,48,47,-1,48,18549.14,353.27,0.19,-18.55,NLOS
64,-3542417.03,48,47,-1,48,18548.5,352.92,-0.35,-18.82,NLOS
64,-3560611.85,48,47,-1,48,18548.1,352.81,-0.11,-19.29,NLOS
64,-3578806.21,48,47,-1,48,18547.75,353.04,0.23,-19.64,NLOS
64,-3597001.13,48,47,-1,48,18548.41,353.7,0.66,-19.42,NLOS
64,-3615195.97,48,47,-1,48,18548.42,353.72,0.01,-19.29,NLOS
64,-3633390.72,48,47,-1,48,18548.43,353.73,0.01,-19.24,NLOS
64,-3651585.69,48,47,-1,48,18548.74,353.75,0.02,-19.28,NLOS
64,-3669780.55,48,47,-1,48,18548.72,354.34,0.58,-18.82,NLOS
64,-3687974.54,48,47,-1,48,18548.01,353.93,-0.4,-18.94,NLOS
64,-3706168.43,48,47,-1,48,18547.95,354.17,0.24,-18.85,NLOS
64,-3724362.31,48,47,-1,48,18548.06,354.26,0.08,-18.78,NLOS
64,-3742556.52,48,47,-1,48,18548.49,354.69,0.43,-18.37,NLOS
64,-3760750.86,48,47,-1,48,18548.73,354.92,0.23,-17.84,NLOS
64,-3778945.58,48,47,-1,48,18549.21,355.1,0.18,-17.22,NLOS
64,-3797140.67,48,47,-1,48,18549.68,355.26,0.16,-16.54,NLOS
64,-3815335.8,48,47,-1,48,18549.83,354.81,-0.45,-16.41,NLOS
64,-3833531,48,47,-1,48,18549.97,354.67,-0.14,-16.51,NLOS
64,-3851726.26,48,47,-1,48,18550.13,355.14,0.46,-16.25,NLOS
64,-3869921.83,48,47,-1,48,18550.55,354.94,-0.19,-16.28,NLOS
64,-3888117.29,48,47,-1,48,18550.54,354.93,-0.01,-16.43,NLOS
64,-3906312.76,48,47,-1,48,18550.66,355.34,0.41,-16.26,NLOS
64,-3924508.5,48,47,-1,48,18551.02,355.1,-0.24,-16.43,NLOS
40,-3948593.85,48,47,-1,47,17793.03,402.81,-0.26,63.53,LOS
64,-3942704.43,48,47,-1,48,18551.33,355.11,0.01,-16.7,NLOS
40,-3966789.87,48,47,-1,48,17793.29,402.84,-0.03,63.34,LOS
64,-3960900.57,48,47,-1,48,18551.63,355.71,0.6,-16.46,NLOS
40,-3984986.12,48,47,-1,48,17793.56,402.26,0.58,63.68,LOS
64,-3979096.69,48,47,-1,48,18551.7,355.49,-0.22,-16.54,NLOS
40,-4003182.34,48,47,-1,48,17793.6,402.52,-0.26,63.7,LOS
64,-3997292.88,48,47,-1,48,18551.86,355.96,0.47,-16.26,NLOS
64,-4015489.13,48,47,-1,48,18552.01,355.51,-0.45,-16.51,NLOS
64,-4033685.31,48,47,-1,48,18552.03,355.85,0.34,-16.53,NLOS
64,-4051881.4,48,47,-1,48,18552.04,355.85,0.01,-16.65,NLOS
64,-4070077.5,48,47,-1,48,18552.15,355.97,0.11,-16.75,NLOS
64,-4088273.73,48,47,-1,48,18552.39,356.19,0.23,-16.72,NLOS
64,-4106469.8,48,47,-1,48,18552.31,356.12,-0.07,-16.86,NLOS
64,-4124665.75,48,47,-1,48,18552.31,356.11,-0.01,-17.11,NLOS
40,-4185144.42,48,47,-1,49,17794.17,401.93,0.13,63.76,LOS
40,-4203340.78,48,47,-1,49,17794.38,401.72,0.21,63.91,LOS
